From File,To File,References,From Entities,To Entities
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ImageListSet\ImageListSet.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\RunMacroDlg.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\RunMacroDlg.h,5,1,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\shortcut.cpp,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\RunDlg\RunDlg.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StatusBar\StatusBar.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StatusBar\StatusBar.h,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TabBar\TabBar.h,12,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TaskList\TaskListDlg.h,17,6,8
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ToolBar\ToolBar.cpp,4,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ToolBar\ToolBar.h,5,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TrayIcon\trayIconControler.cpp,4,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TrayIcon\trayIconControler.h,3,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\VerticalFileSwitcher\VerticalFileSwitcher.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,58,3,8
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\WindowsDlg\WindowsDlg.cpp,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\WindowsDlg\WindowsDlg.h,19,2,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,3,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.h,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,19,1,9
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,14,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\menuCmdID.h,515,1,330
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,4,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,14,2,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\Notepad_plus_msgs.h,3,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,5,1,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.h,3,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Process\Process.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Process\Process.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,91,1,54
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,425,2,51
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,21,1,13
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,73,14,21
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\resource.h,17,1,11
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.cpp,4,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.h,60,11,20
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\columnEditor.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\FindReplaceDlg.cpp,11,2,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\FindReplaceDlg.h,27,4,14
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\GoToLineDlg.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.cpp,19,1,11
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,140,2,21
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineLangReference.h,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineResource.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,3,3,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ColourPicker\WordStyleDlg.h,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DocumentMap\documentMap.cpp,3,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DocumentMap\documentMap.h,3,2,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\FindCharsInRange\FindCharsInRange.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Grid\ShortcutMapper.h,7,3,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ImageListSet\ImageListSet.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ImageListSet\ImageListSet.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Preference\preferenceDlg.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\RunMacroDlg.cpp,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\RunMacroDlg.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\shortcut.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\shortcut.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\SplitterContainer\SplitterContainer.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\SplitterContainer\SplitterContainer.h,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\RunDlg\RunDlg.cpp,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\RunDlg\RunDlg.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.cpp,3,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,13,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TabBar\TabBar.h,17,1,15
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TaskList\TaskListDlg.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TaskList\TaskListDlg.h,4,3,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ToolBar\ToolBar.h,14,1,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TrayIcon\trayIconControler.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TrayIcon\trayIconControler.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\VerticalFileSwitcher\VerticalFileSwitcher.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,63,2,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\WindowsDlg\WindowsDlg.cpp,3,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\WindowsDlg\WindowsDlg.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\WindowsDlg\WindowsDlgRc.h,4,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,5,5,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\menuCmdID.h,4,2,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,3,2,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\Notepad_plus_msgs.h,39,8,11
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,8,3,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,56,13,18
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,141,17,18
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.h,3,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.cpp,13,6,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,101,26,29
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.cpp,13,7,11
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.h,133,28,16
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\DocTabView.cpp,19,6,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\DocTabView.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.cpp,6,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,22,8,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\OpenSaveFileDialog\FileDialog.cpp,23,6,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\OpenSaveFileDialog\FileDialog.h,11,10,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TabBar\TabBar.h,15,5,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TrayIcon\trayIconControler.cpp,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TrayIcon\trayIconControler.h,4,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\VerticalFileSwitcher\VerticalFileSwitcher.h,4,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,27,10,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,4,1,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\menuCmdID.h,29,1,18
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,4,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\Notepad_plus_msgs.h,16,1,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,19,1,10
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,128,1,33
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,3,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,31,5,12
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\resource.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\AutoCompletion.cpp,3,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\AutoCompletion.h,3,3,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.cpp,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.h,39,7,11
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\DocTabView.cpp,5,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\DocTabView.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\GoToLineDlg.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.cpp,8,1,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,35,2,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\SmartHighlighter.cpp,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\xmlMatchedTagsHighlighter.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\xmlMatchedTagsHighlighter.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ContextMenu\ContextMenu.h,36,1,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DocumentMap\documentMap.cpp,4,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DocumentMap\documentMap.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ProjectPanel\ProjectPanel.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\shortcut.cpp,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppNotification.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StatusBar\StatusBar.h,1,1,1
