From File,To File,References,From Entities,To Entities
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.h,10,6,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.h,133,15,16
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,3,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\menuCmdID.h,9,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.cpp,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,7,5,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,5,4,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.h,18,7,10
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\menuCmdID.h,4,2,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\resource.h,9,6,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.cpp,4,2,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,15,5,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,6,6,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,4,2,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,87,19,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,41,17,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,37,36,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,22,4,9
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\FindReplaceDlg.h,5,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,6,2,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.cpp,71,17,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,157,79,9
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Grid\ShortcutMapper.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Grid\ShortcutMapper.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Preference\preferenceDlg.h,17,2,10
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\shortcut.cpp,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\shortcut.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TabBar\ControlsTab.cpp,8,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,11,3,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\FindReplaceDlg.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,5,4,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Grid\ShortcutMapper.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Preference\preferenceDlg.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,32,7,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,4,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Exception\MiniDumper.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Exception\MiniDumper.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Exception\MiniDumper.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Exception\MiniDumper.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Exception\Win32Exception.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Exception\Win32Exception.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Exception\Win32Exception.h,12,4,9
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\IDAllocator.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\IDAllocator.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\IDAllocator.h,8,3,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,7,2,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,8,7,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\IDAllocator.cpp,2,2,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\Notepad_plus_msgs.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginInterface.h,11,5,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.h,104,14,27
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,4,4,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\resource.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\shortcut.h,11,7,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\IDAllocator.cpp,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\IDAllocator.h,4,4,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginInterface.h,5,5,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\resource.h,5,2,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Process\Process.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Process\Process.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Process\Process.h,4,2,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Process\Process.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.h,15,4,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlgRc.h,41,4,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\resource.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.cpp,3,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,44,5,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlgRc.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,4,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.cpp,4,3,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\EncodingMapper.h,9,8,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.h,3,3,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.cpp,2,2,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.h,17,5,8
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,20,5,12
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,12,8,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\menuCmdID.h,210,27,134
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,11,8,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,15,10,10
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\FileNameStringSplitter.h,5,3,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\Notepad_plus_msgs.h,78,26,23
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginInterface.h,4,2,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,8,3,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.h,7,4,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\RegExt\regExtDlg.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,1415,114,101
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppCommands.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,7,5,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.cpp,17,12,13
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,396,96,149
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\resource.h,133,6,111
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\AutoCompletion.cpp,9,5,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\AutoCompletion.h,6,5,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.cpp,25,13,13
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.h,282,71,30
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\columnEditor.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\DocTabView.cpp,28,14,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\DocTabView.h,10,8,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\FindReplaceDlg.cpp,24,11,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\FindReplaceDlg.h,36,12,14
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\GoToLineDlg.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Printer.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Printer.h,4,3,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaCtrls.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaCtrls.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.cpp,49,17,19
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,415,84,37
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\SmartHighlighter.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,6,5,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineResource.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\xmlMatchedTagsHighlighter.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,2,2,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Utf8_16.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.h,4,2,4
